Carabus_serratus-Btray-Y2018-NEON.BET.D09.003068-NEON.BET.D09.003900                                           => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2021-NEON.BET.D08.003111-NEON.BET.D08.003289                                         => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Galerita_bicolor-Atray-Y2019-NEON.BET.D02.007343-NEON.BET.D02.008666                                           => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Chlaenius_tricolor-Btray-Y2022-NEON.BET.D02.011901-NEON.BET.D02.13242                                          => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Pterostichus_protractus-Btray-Y2021-NEON.BET.D12.001429-NEON.BET.D12.001462                                    => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2021-NEON.BET.D02.009826-NEON.BET.D02.011364                                         => True: 51 , DINO: 51 , Check?: 0, Merge?: 0
Sphaeroderus_canadensis-Atray-Y2021-NEON.BET.D01.006471-NEON.BET.D01.006896                                    => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Atray-Y2022-NEON.BET.D07.013881-NEON.BET.D07.014039                                  => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2022-NEON.BET.D07.012380-NEON.BET.D07.013075                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Dicaelus_purpuratus-Btray-Y2021-NEON.BET.D06.007409-NEON.BET.D06.007819                                        => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Cyclotrachelus_fucatus-Atray-Y2023-NEON.BET.D07.014135-NEON.BET.D07.014773                                     => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Amara_quenseli-Btray-Y2019-NEON.BET.D10.009992-NEON.BET.D10.012095                                             => True: N/A, DINO: 20 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2018-NEON.BET.D02.006675-NEON.BET.D02.006742                                         => True: 62 , DINO: 62 , Check?: 0, Merge?: 0
Anisodactylus_dulcicollis-Btray-Y2019-NEON.BET.D02.007199-NEON.BET.D02.007909                                  => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Btray-Y2022-NEON.BET.D03.004043-NEON.BET.D03.004054                                  => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2021-NEON.BET.D01.006553-NEON.BET.D01.007387                                       => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D11.001625-NEON.BET.D11.001654                                    => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Tetracha_virginica-Atray-Y2015-NEON.BET.D06.000015-NEON.BET.D06.001031                                         => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Harpalus_nigritarsis-Atray-Y2019-NEON.BET.D12.000737-NEON.BET.D12.001346                                       => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Pterostichus_ventricosus-Btray-Y2020-NEON.BET.D19.000877-NEON.BET.D19.000915                                   => True: N/A, DINO: 12 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Btray-Y2020-NEON.BET.D08.003014-NEON.BET.D08.003046                                         => True: 7  , DINO: 7  , Check?: 0, Merge?: 0
Amara_aenea-Btray-Y2021-NEON.BET.D02.010198-NEON.BET.D02.010227                                                => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Atray-Y2022-NEON.BET.D06.008059-NEON.BET.D06.008431                                     => True: 61 , DINO: 61 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Atray-Y2015-NEON.BET.D09.001127-NEON.BET.D09.001223                                    => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Atray-Y2015-NEON.BET.D09.000685-NEON.BET.D09.000895                                    => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Harpalus_ellipsis-Atray-Y2020-NEON.BET.D10.009952-NEON.BET.D10.012501                                          => True: N/A, DINO: 45 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2018-NEON.BET.D07.003248-NEON.BET.D07.004336                                   => True: 58 , DINO: 58 , Check?: 0, Merge?: 0
Pterostichus_mutus-Btray-Y2022-NEON.BET.D07.012272-NEON.BET.D07.013941                                         => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Btray-Y2019-NEON.BET.D02.008811-NEON.BET.D02.009053                                     => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2021-NEON.BET.D11.001960-NEON.BET.D11.001989                                    => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Btray-Y2018-NEON.BET.D09.002860-NEON.BET.D09.004037                                       => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Btray-Y2019-NEON.BET.D09.004619-NEON.BET.D09.005690                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Atray-Y2019-NEON.BET.D09.005501-NEON.BET.D09.005596                                      => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Btray-Y2020-NEON.BET.D02.009363-NEON.BET.D02.009481                                     => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Amara_convexa-Btray-Y2019-NEON.BET.D10.013845-NEON.BET.D10.014317                                              => True: N/A, DINO: 21 , Check?: 0, Merge?: 0
Metrius_contractus-Btray-Y2019-NEON.BET.D17.000973-NEON.BET.D17.001779                                         => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Agonum_quinquepunctatum-Btray-Y2018-NEON.BET.D18.000594-NEON.BET.D18.001072                                    => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2019-NEON.BET.D10.010008-NEON.BET.D10.010741                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pterostichus_panticulatus-Btray-Y2018-NEON.BET.D17.000270-NEON.BET.D17.000858                                  => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2022-NEON.BET.D07.013083-NEON.BET.D07.013296                                              => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Amara_obesa-Btray-Y2022-NEON.BET.D09.007886-NEON.BET.D09.008960                                                => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Piosoma_setosum-Atray-Y2022-NEON.BET.D10.015660-NEON.BET.D10.016326                                            => True: 69 , DINO: 69 , Check?: 0, Merge?: 0
Carabus_taedatus-Btray-Y2018-NEON.BET.D10.007696-NEON.BET.D10.009579                                           => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2019-NEON.BET.D16.001923-NEON.BET.D16.001992                                          => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Dicaelus_politus-Btray-Y2019-NEON.BET.D02.008612-NEON.BET.D02.008903                                           => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Amara_tenax-Btray-Y2018-NEON.BET.D09.002825-NEON.BET.D09.003611                                                => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2021-NEON.BET.D07.011085-NEON.BET.D07.011404                                              => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.007987-NEON.BET.D10.009224                                       => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Carabus_truncaticollis-Btray-Y2019-NEON.BET.D18.001225-NEON.BET.D18.001700                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_restrictus-Btray-Y2021-NEON.BET.D10.014680-NEON.BET.D10.015005                                    => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Btray-Y2019-NEON.BET.D09.004599-NEON.BET.D09.004973                                    => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Pterostichus_moestus-Atray-Y2019-NEON.BET.D07.006057-NEON.BET.D07.007963                                       => True: 39 , DINO: 39 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2021-NEON.BET.D02.009792-NEON.BET.D02.009850                                         => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Amara_conflata-Btray-Y2019-NEON.BET.D17.000978-NEON.BET.D17.001370                                             => True: 6  , DINO: 6  , Check?: 0, Merge?: 0
Amara_quenseli-Atray-Y2019-NEON.BET.D15.000940-NEON.BET.D15.001061                                             => True: N/A, DINO: 56 , Check?: 0, Merge?: 0
Brachinus_alternans-Atray-Y2015-NEON.BET.D06.000199-NEON.BET.D06.002492                                        => True: N/A, DINO: 70 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Atray-Y2022-NEON.BET.D09.007865-NEON.BET.D09.008967                                       => True: 64 , DINO: 64 , Check?: 0, Merge?: 0
Sphaeroderus_canadensis-Atray-Y2018-NEON.BET.D01.003736-NEON.BET.D01.004123                                    => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Poecilus_chalcites-Btray-Y2020-NEON.BET.D06.006882-NEON.BET.D06.007307                                         => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2018-NEON.BET.D01.004065-NEON.BET.D01.004268                                       => True: 60 , DINO: 60 , Check?: 0, Merge?: 0
Cymindis_neglecta-Btray-Y2020-NEON.BET.D01.005919-NEON.BET.D01.006246                                          => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Cymindis_planipennis-Btray-Y2022-NEON.BET.D10.016102-NEON.BET.D10.016287                                       => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Cyclotrachelus_faber-Btray-Y2022-NEON.BET.D03.004070-NEON.BET.D03.004085                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Atray-Y2019-NEON.BET.D02.007298-NEON.BET.D02.008574                                  => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Pterostichus_protractus-Atray-Y2018-NEON.BET.D10.007693-NEON.BET.D10.009539                                    => True: 88 , DINO: 88 , Check?: 0, Merge?: 0
Dicaelus_elongatus-Btray-Y2021-NEON.BET.D02.010602-NEON.BET.D02.010756                                         => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Cyclotrachelus_fucatus-Atray-Y2021-NEON.BET.D07.008187-NEON.BET.D07.010172                                     => True: 77 , DINO: 77 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Atray-Y2020-NEON.BET.D06.006648-NEON.BET.D06.007361                                     => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2017-NEON.BET.D16.000338-NEON.BET.D16.000584                                          => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Cymindis_unicolor-Btray-Y2018-NEON.BET.D13.001621-NEON.BET.D13.001975                                          => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Scarites_subterraneus-Btray-Y2018-NEON.BET.D02.005519-NEON.BET.D02.005563                                      => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Dicaelus_teter-Atray-Y2022-NEON.BET.D07.012004-NEON.BET.D07.012930                                             => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Zacotus_matthewsii-Btray-Y2019-NEON.BET.D16.002590-NEON.BET.D16.002626                                         => True: N/A, DINO: 15 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2018-NEON.BET.D07.005048-NEON.BET.D07.005432                                              => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2023-NEON.BET.D07.014844-NEON.BET.D07.015109                                   => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Amara_obesa-Atray-Y2022-NEON.BET.D09.008505-NEON.BET.D09.008961                                                => True: 58 , DINO: 58 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2018-NEON.BET.D09.002708-NEON.BET.D09.002751                                      => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Dicaelus_sculptilis-Btray-Y2018-NEON.BET.D06.002901-NEON.BET.D06.003073                                        => True: N/A, DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_lama-Atray-Y2018-NEON.BET.D16.001333-NEON.BET.D16.001817                                          => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Myas_cyanescens-Btray-Y2021-NEON.BET.D07.008246-NEON.BET.D07.011805                                            => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2018-NEON.BET.D01.003166-NEON.BET.D01.004200                                              => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Harpalus_laticeps-Atray-Y2018-NEON.BET.D12.000001-NEON.BET.D12.000605                                          => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Sphaeroderus_canadensis-Atray-Y2022-NEON.BET.D01.008047-NEON.BET.D01.008479                                    => True: 66 , DINO: 66 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D11.001554-NEON.BET.D11.001583                                    => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2023-NEON.BET.D10.017167-NEON.BET.D10.017828                                       => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Btray-Y2017-NEON.BET.D08.001469-NEON.BET.D08.001806                                         => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Amara_quenseli-Btray-Y2018-NEON.BET.D15.000818-NEON.BET.D15.000936                                             => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Atray-Y2019-NEON.BET.D16.002022-NEON.BET.D16.002087                                   => True: 46 , DINO: 46 , Check?: 0, Merge?: 0
Amara_obesa-Btray-Y2021-NEON.BET.D09.006906-NEON.BET.D09.007220                                                => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Pterostichus_trinarius-Btray-Y2022-NEON.BET.D02.12977-NEON.BET.D02.13449                                       => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Anisodactylus_furvus-Btray-Y2018-NEON.BET.D07.003430-NEON.BET.D07.005937                                       => True: 14 , DINO: 15 , Check?: 0, Merge?: 1
Pasimachus_californicus-Atray-Y2018-NEON.BET.D06.003139-NEON.BET.D06.003372                                    => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2022-NEON.BET.D07.013076-NEON.BET.D07.013763                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Btray-Y2018-NEON.BET.D09.003437-NEON.BET.D09.003920                                      => True: 38 , DINO: 38 , Check?: 0, Merge?: 0
Calosoma_calidum-Atray-Y2018-NEON.BET.D09.002760-NEON.BET.D09.004018                                           => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Galerita_bicolor-Btray-Y2022-NEON.BET.D02.12556-NEON.BET.D02.13063                                             => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Calathus_opaculus-Atray-Y2019-NEON.BET.D11.001481-NEON.BET.D11.001844                                          => True: 48 , DINO: 47 , Check?: 0, Merge?: 0
Promecognathus_crassus-Btray-Y2018-NEON.BET.D16.000668-NEON.BET.D16.001695                                     => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2022-NEON.BET.D01.008548-NEON.BET.D01.008778                                       => True: 69 , DINO: 69 , Check?: 0, Merge?: 0
Piosoma_setosum-Atray-Y2022-NEON.BET.D13.501532-NEON.BET.D13.501581                                            => True: 50 , DINO: 50 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Atray-Y2018-NEON.BET.D12.000006-NEON.BET.D12.000213                                       => True: 60 , DINO: 60 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Atray-Y2021-NEON.BET.D10.014333-NEON.BET.D10.014913                                        => True: 52 , DINO: 52 , Check?: 0, Merge?: 0
Harpalus_paratus-Btray-Y2019-NEON.BET.D10.011338-NEON.BET.D10.012457                                           => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2019-NEON.BET.D07.006051-NEON.BET.D07.008027                                     => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Atray-Y2019-NEON.BET.D01.004790-NEON.BET.D01.004930                                   => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2019-NEON.BET.D07.006184-NEON.BET.D07.006659                                         => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Calosoma_calidum-Btray-Y2023-NEON.BET.D09.010242-NEON.BET.D09.010311                                           => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_pensylvanicus-Btray-Y2018-NEON.BET.D01.003126-NEON.BET.D01.003426                                 => True: 34 , DINO: 34 , Check?: 0, Merge?: 0
Cyclotrachelus_furtivus-Btray-Y2022-NEON.BET.D02.13024-NEON.BET.D02.13468                                      => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2022-NEON.BET.D06.008131-NEON.BET.D06.008602                                       => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2021-NEON.BET.D11.002056-NEON.BET.D11.002087                                    => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Agonum_octopunctatum-Btray-Y2019-NEON.BET.D02.007769-NEON.BET.D02.007795                                       => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2018-NEON.BET.D01.003252-NEON.BET.D01.004248                                   => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Pterostichus_acutipes-Atray-Y2022-NEON.BET.D07.012172-NEON.BET.D07.013871                                      => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Pterostichus_protractus-Btray-Y2022-NEON.BET.D10.015960-NEON.BET.D10.016076                                    => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Anisodactylus_ovularis-Btray-Y2019-NEON.BET.D06.004923-NEON.BET.D06.005959                                     => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Cylindera_unipunctata-Btray-Y2020-NEON.BET.D07.009053-NEON.BET.D07.009472                                      => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Atray-Y2019-NEON.BET.D06.004580-NEON.BET.D06.005158                                     => True: N/A, DINO: 42 , Check?: 0, Merge?: 0
Dicaelus_furvus-Btray-Y2021-NEON.BET.D02.010472-NEON.BET.D02.010757                                            => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Anisodactylus_dulcicollis-Atray-Y2019-NEON.BET.D02.007205-NEON.BET.D02.007910                                  => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Pterostichus_ordinarius-Btray-Y2019-NEON.BET.D17.001022-NEON.BET.D17.001766                                    => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Carabus_truncaticollis-Atray-Y2019-NEON.BET.D18.001454-NEON.BET.D18.001502                                     => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Poecilus_chalcites-Btray-Y2019-NEON.BET.D06.005293-NEON.BET.D06.006080                                         => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Chlaenius_emarginatus-Atray-Y2021-NEON.BET.D02.010545-NEON.BET.D02.011114                                      => True: 75 , DINO: 75 , Check?: 0, Merge?: 0
Pterostichus_sp.-Btray-Y2018-NEON.BET.D17.000313-NEON.BET.D17.000926                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D06.003141-NEON.BET.D06.003341                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Cyclotrachelus_convivus-Atray-Y2019-NEON.BET.D08.002746-NEON.BET.D08.003004                                    => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Btray-Y2020-NEON.BET.D02.009532-NEON.BET.D02.009591                                     => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Pterostichus_pensylvanicus-Btray-Y2022-NEON.BET.D01.007940-NEON.BET.D01.008397                                 => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Omus_californicus-Atray-Y2021-NEON.BET.D17.002320-NEON.BET.D17.002359                                          => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Cymindis_sp.-Btray-Y2018-NEON.BET.D15.000844-NEON.BET.D15.000921                                               => True: 19 , DINO: 20 , Check?: 0, Merge?: 1
Anisodactylus_opaculus-Btray-Y2019-NEON.BET.D06.005271-NEON.BET.D06.005818                                     => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Chlaenius_platyderus-Btray-Y2020-NEON.BET.D09.005729-NEON.BET.D09.006401                                       => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Btray-Y2017-NEON.BET.D16.000425-NEON.BET.D16.000616                                  => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Anisodactylus_similis-Atray-Y2019-NEON.BET.D17.000947-NEON.BET.D17.001482                                      => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Pterostichus_pensylvanicus-Atray-Y2019-NEON.BET.D05.005841-NEON.BET.D05.006592                                 => True: 59 , DINO: 59 , Check?: 0, Merge?: 0
Cymindis_neglecta-Btray-Y2018-NEON.BET.D09.003138-NEON.BET.D09.004166                                          => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Carabus_taedatus-Atray-Y2018-NEON.BET.D13.001530-NEON.BET.D13.001965                                           => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Btray-Y2021-NEON.BET.D08.003304-NEON.BET.D08.003501                                         => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Harpalus_desertus-Atray-Y2021-NEON.BET.D10.013545-NEON.BET.D10.014989                                          => True: 78 , DINO: 78 , Check?: 0, Merge?: 0
Harpalus_solitaris-Btray-Y2020-NEON.BET.D19.000969-NEON.BET.D19.010221                                         => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Btray-Y2018-NEON.BET.D01.003182-NEON.BET.D01.003341                                     => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2015-NEON.BET.D10.003128-NEON.BET.D10.004177                                       => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2018-NEON.BET.D07.005433-NEON.BET.D07.005540                                              => True: 46 , DINO: 46 , Check?: 0, Merge?: 0
Calathus_opaculus-Btray-Y2019-NEON.BET.D11.001845-NEON.BET.D11.001927                                          => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Tetracha_virginica-Atray-Y2020-NEON.BET.D06.006180-NEON.BET.D06.007219                                         => True: 44 , DINO: 44 , Check?: 0, Merge?: 0
Anisodactylus_ovularis-Btray-Y2018-NEON.BET.D02.006952-NEON.BET.D02.006984                                     => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2022-NEON.BET.D06.008819-NEON.BET.D06.008992                                       => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2019-NEON.BET.D02.007389-NEON.BET.D02.009052                                     => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Piosoma_setosum-Btray-Y2022-NEON.BET.D10.014599-NEON.BET.D10.015657                                            => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Harpalus_desertus-Btray-Y2020-NEON.BET.D10.012620-NEON.BET.D10.012887                                          => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Calathus_ingratus-Btray-Y2019-NEON.BET.D12.000700-NEON.BET.D12.001324                                          => True: N/A, DINO: 13 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2018-NEON.BET.D09.004034-NEON.BET.D09.004096                                      => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2015-NEON.BET.D06.000359-NEON.BET.D06.000670                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2017-NEON.BET.D09.002571-NEON.BET.D09.002588                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Btray-Y2021-NEON.BET.D09.007696-NEON.BET.D09.007833                                      => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Harpalus_ellipsis-Atray-Y2018-NEON.BET.D10.007006-NEON.BET.D10.009815                                          => True: 54 , DINO: 54 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2021-NEON.BET.D09.006863-NEON.BET.D09.007059                                       => True: 42 , DINO: 42 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Btray-Y2021-NEON.BET.D16.003609-NEON.BET.D16.004303                                   => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Pterostichus_restrictus-Atray-Y2018-NEON.BET.D10.007703-NEON.BET.D10.008219                                    => True: 44 , DINO: 44 , Check?: 0, Merge?: 0
Pterostichus_melanarius-Atray-Y2018-NEON.BET.D05.003835-NEON.BET.D05.003922                                    => True: N/A, DINO: 48 , Check?: 0, Merge?: 0
Carabus_serratus-Btray-Y2018-NEON.BET.D01.003102-NEON.BET.D01.003953                                           => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Dicaelus_purpuratus-Btray-Y2022-NEON.BET.D06.008860-NEON.BET.D06.009023                                        => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2018-NEON.BET.D09.003769-NEON.BET.D09.003954                                      => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2020-NEON.BET.D07.009002-NEON.BET.D07.009473                                         => True: N/A, DINO: 13 , Check?: 0, Merge?: 0
Amara_crassispina-Atray-Y2022-NEON.BET.D11.002426-NEON.BET.D11.002954                                          => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Dicaelus_elongatus-Btray-Y2019-NEON.BET.D02.007340-NEON.BET.D02.008784                                         => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Carabus_vinctus-Btray-Y2022-NEON.BET.D02.011921-NEON.BET.D02.12281                                             => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2020-NEON.BET.D16.003523-NEON.BET.D16.003556                                  => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2019-NEON.BET.D07.006821-NEON.BET.D07.007130                                              => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Atray-Y2018-NEON.BET.D09.002696-NEON.BET.D09.003302                                       => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2022-NEON.BET.D05.008833-NEON.BET.D05.008977                                         => True: 80 , DINO: 80 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2020-NEON.BET.D16.003201-NEON.BET.D16.003522                                  => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pterostichus_ordinarius-Atray-Y2022-NEON.BET.D17.002456-NEON.BET.D17.002701                                    => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Carabus_goryi-Atray-Y2022-NEON.BET.D07.012876-NEON.BET.D07.013082                                              => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Pterostichus_lachrymosus-Btray-Y2023-NEON.BET.D07.014604-NEON.BET.D07.014649                                   => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2020-NEON.BET.D05.007189-NEON.BET.D05.007241                                         => True: 34 , DINO: 34 , Check?: 0, Merge?: 0
